time, mass, displacement x, displacement y, displacement, velocity x, velocity y, velocity, acceleration x, acceleration y, acceleration
8.96, 10, 333.3113, 200.5889, 389.0146, 48.39977, -7.22568, 48.93617, 2.5, -6.610001, 7.066973, 
9, 10, 335.2493, 200.2945, 390.5253, 48.49977, -7.49008, 49.07473, 2.5, -6.610001, 7.066973, 
9.04, 10, 337.1913, 199.9897, 392.0381, 48.59977, -7.75448, 49.21453, 2.5, -6.610001, 7.066973, 
9.08, 10, 339.1373, 199.6742, 393.5529, 48.69977, -8.018881, 49.35555, 2.5, -6.610001, 7.066973, 
9.12, 10, 341.0873, 199.3481, 395.0699, 48.79977, -8.283281, 49.49778, 2.5, -6.610001, 7.066973, 
9.16, 10, 343.0413, 199.0115, 396.5891, 48.89977, -8.547682, 49.64121, 2.5, -6.610001, 7.066973, 
9.2, 10, 344.9992, 198.6643, 398.1105, 48.99976, -8.812082, 49.78584, 2.5, -6.610001, 7.066973, 
9.24, 10, 346.9612, 198.3065, 399.6343, 49.09976, -9.076483, 49.93164, 2.5, -6.610001, 7.066973, 
9.28, 10, 348.9272, 197.9382, 401.1605, 49.19976, -9.340883, 50.07862, 2.5, -6.610001, 7.066973, 
9.32, 10, 350.8972, 197.5593, 402.6891, 49.29976, -9.605284, 50.22676, 2.5, -6.610001, 7.066973, 
9.36, 10, 352.8712, 197.1698, 404.2203, 49.39976, -9.869684, 50.37605, 2.5, -6.610001, 7.066973, 
9.4, 10, 354.8492, 196.7697, 405.754, 49.49976, -10.13408, 50.52648, 2.5, -6.610001, 7.066973, 
9.44, 10, 356.8312, 196.3591, 407.2903, 49.59975, -10.39849, 50.67804, 2.5, -6.610001, 7.066973, 
9.48, 10, 358.8172, 195.9378, 408.8293, 49.69975, -10.66289, 50.83072, 2.5, -6.610001, 7.066973, 
9.52, 10, 360.8072, 195.506, 410.3711, 49.79975, -10.92729, 50.98451, 2.5, -6.610001, 7.066973, 
9.56, 10, 362.8012, 195.0636, 411.9157, 49.89975, -11.19169, 51.13941, 2.5, -6.610001, 7.066973, 
9.6, 10, 364.7992, 194.6107, 413.4631, 49.99975, -11.45609, 51.29539, 2.5, -6.610001, 7.066973, 
9.64, 10, 366.8012, 194.1472, 415.0135, 50.09975, -11.72049, 51.45245, 2.5, -6.610001, 7.066973, 
9.68, 10, 368.8072, 193.673, 416.5669, 50.19975, -11.98489, 51.61058, 2.5, -6.610001, 7.066973, 
9.72, 10, 370.8171, 193.1884, 418.1233, 50.29974, -12.24929, 51.76977, 2.5, -6.610001, 7.066973, 
9.76, 10, 372.8311, 192.6931, 419.6828, 50.39974, -12.51369, 51.93002, 2.5, -6.610001, 7.066973, 
9.8, 10, 374.8491, 192.1873, 421.2455, 50.49974, -12.77809, 52.0913, 2.5, -6.610001, 7.066973, 
9.84, 10, 376.8711, 191.6709, 422.8115, 50.59974, -13.04249, 52.25361, 2.5, -6.610001, 7.066973, 
9.88, 10, 378.8971, 191.1439, 424.3807, 50.69974, -13.30689, 52.41695, 2.5, -6.610001, 7.066973, 
9.92, 10, 380.9271, 190.6063, 425.9533, 50.79974, -13.57129, 52.5813, 2.5, -6.610001, 7.066973, 
9.96, 10, 382.9611, 190.0582, 427.5293, 50.89973, -13.83569, 52.74665, 2.5, -6.610001, 7.066973, 
10, 10, 384.9991, 189.4995, 429.1088, 50.99973, -14.10009, 52.91299, 2.5, -6.610001, 7.066973, 
10.04, 10, 387.0411, 188.9302, 430.6918, 51.09973, -14.36449, 53.08033, 2.5, -6.610001, 7.066973, 
10.08, 10, 389.0871, 188.3503, 432.2784, 51.19973, -14.62889, 53.24863, 2.5, -6.610001, 7.066973, 
10.12, 10, 391.1371, 187.7599, 433.8686, 51.29973, -14.89329, 53.4179, 2.5, -6.610001, 7.066973, 
10.16, 10, 393.191, 187.1588, 435.4626, 51.39973, -15.15769, 53.58813, 2.5, -6.610001, 7.066973, 
10.2, 10, 395.249, 186.5472, 437.0603, 51.49973, -15.42209, 53.7593, 2.5, -6.610001, 7.066973, 
10.24, 10, 397.311, 185.9251, 438.6618, 51.59972, -15.68649, 53.93142, 2.5, -6.610001, 7.066973, 
10.28, 10, 399.377, 185.2923, 440.2672, 51.69972, -15.9509, 54.10446, 2.5, -6.610001, 7.066973, 
10.32, 10, 401.447, 184.649, 441.8766, 51.79972, -16.2153, 54.27842, 2.5, -6.610001, 7.066973, 
10.36, 10, 403.5209, 183.9951, 443.4899, 51.89972, -16.4797, 54.45329, 2.5, -6.610001, 7.066973, 
10.4, 10, 405.5989, 183.3306, 445.1074, 51.99972, -16.7441, 54.62907, 2.5, -6.610001, 7.066973, 
10.44, 10, 407.6809, 182.6556, 446.729, 52.09972, -17.0085, 54.80574, 2.5, -6.610001, 7.066973, 
10.48, 10, 409.7669, 181.9699, 448.3548, 52.19971, -17.2729, 54.9833, 2.5, -6.610001, 7.066973, 
10.52, 10, 411.8569, 181.2737, 449.9848, 52.29971, -17.5373, 55.16174, 2.5, -6.610001, 7.066973, 
10.56, 10, 413.9509, 180.567, 451.6191, 52.39971, -17.8017, 55.34103, 2.5, -6.610001, 7.066973, 
10.6, 10, 416.0489, 179.8496, 453.2578, 52.49971, -18.0661, 55.5212, 2.5, -6.610001, 7.066973, 
10.64, 10, 418.1509, 179.1217, 454.9008, 52.59971, -18.3305, 55.70221, 2.5, -6.610001, 7.066973, 
10.68, 10, 420.2569, 178.3831, 456.5484, 52.69971, -18.5949, 55.88407, 2.5, -6.610001, 7.066973, 
10.72, 10, 422.3669, 177.6341, 458.2004, 52.79971, -18.8593, 56.06676, 2.5, -6.610001, 7.066973, 
10.76, 10, 424.4809, 176.8744, 459.8571, 52.8997, -19.1237, 56.25029, 2.5, -6.610001, 7.066973, 
10.8, 10, 426.5988, 176.1042, 461.5184, 52.9997, -19.3881, 56.43462, 2.5, -6.610001, 7.066973, 
10.84, 10, 428.7208, 175.3234, 463.1844, 53.0997, -19.6525, 56.61978, 2.5, -6.610001, 7.066973, 
10.88, 10, 430.8468, 174.532, 464.8552, 53.1997, -19.9169, 56.80573, 2.5, -6.610001, 7.066973, 
10.92, 10, 432.9768, 173.73, 466.5308, 53.2997, -20.1813, 56.99248, 2.5, -6.610001, 7.066973, 
10.96, 10, 435.1108, 172.9175, 468.2113, 53.3997, -20.4457, 57.18002, 2.5, -6.610001, 7.066973, 
11, 10, 437.2488, 172.0943, 469.8968, 53.49969, -20.7101, 57.36834, 2.5, -6.610001, 7.066973, 
11.04, 10, 439.3908, 171.2607, 471.5872, 53.59969, -20.9745, 57.55742, 2.5, -6.610001, 7.066973, 
11.08, 10, 441.5368, 170.4164, 473.2827, 53.69969, -21.2389, 57.74728, 2.5, -6.610001, 7.066973, 
11.12, 10, 443.6868, 169.5615, 474.9832, 53.79969, -21.50331, 57.93789, 2.5, -6.610001, 7.066973, 
11.16, 10, 445.8408, 168.6961, 476.689, 53.89969, -21.76771, 58.12925, 2.5, -6.610001, 7.066973, 
11.2, 10, 447.9987, 167.8201, 478.3999, 53.99969, -22.03211, 58.32135, 2.5, -6.610001, 7.066973, 
11.24, 10, 450.1607, 166.9336, 480.1161, 54.09969, -22.29651, 58.51419, 2.5, -6.610001, 7.066973, 
11.28, 10, 452.3267, 166.0364, 481.8377, 54.19968, -22.56091, 58.70775, 2.5, -6.610001, 7.066973, 
11.32, 10, 454.4967, 165.1287, 483.5646, 54.29968, -22.82531, 58.90204, 2.5, -6.610001, 7.066973, 
11.36, 10, 456.6707, 164.2104, 485.297, 54.39968, -23.08971, 59.09704, 2.5, -6.610001, 7.066973, 
11.4, 10, 458.8487, 163.2815, 487.0349, 54.49968, -23.35411, 59.29274, 2.5, -6.610001, 7.066973, 
11.44, 10, 461.0306, 162.342, 488.7783, 54.59968, -23.61851, 59.48915, 2.5, -6.610001, 7.066973, 
11.48, 10, 463.2166, 161.392, 490.5273, 54.69968, -23.88291, 59.68624, 2.5, -6.610001, 7.066973, 
11.52, 10, 465.4066, 160.4314, 492.282, 54.79967, -24.14731, 59.88403, 2.5, -6.610001, 7.066973, 
11.56, 10, 467.6006, 159.4602, 494.0424, 54.89967, -24.41171, 60.08249, 2.5, -6.610001, 7.066973, 
11.6, 10, 469.7986, 158.4785, 495.8086, 54.99967, -24.67611, 60.28162, 2.5, -6.610001, 7.066973, 
11.64, 10, 472.0006, 157.4861, 497.5806, 55.09967, -24.94051, 60.48142, 2.5, -6.610001, 7.066973, 
11.68, 10, 474.2066, 156.4832, 499.3585, 55.19967, -25.20491, 60.68188, 2.5, -6.610001, 7.066973, 
11.72, 10, 476.4166, 155.4697, 501.1423, 55.29967, -25.46931, 60.883, 2.5, -6.610001, 7.066973, 
11.76, 10, 478.6306, 154.4457, 502.9321, 55.39967, -25.73371, 61.08475, 2.5, -6.610001, 7.066973, 
11.8, 10, 480.8486, 153.411, 504.7279, 55.49966, -25.99811, 61.28715, 2.5, -6.610001, 7.066973, 
11.84, 10, 483.0706, 152.3658, 506.5298, 55.59966, -26.26251, 61.49018, 2.5, -6.610001, 7.066973, 
11.88, 10, 485.2965, 151.31, 508.338, 55.69966, -26.52691, 61.69384, 2.5, -6.610001, 7.066973, 
11.92, 10, 487.5265, 150.2437, 510.1522, 55.79966, -26.79132, 61.89812, 2.5, -6.610001, 7.066973, 
11.96, 10, 489.7605, 149.1667, 511.9727, 55.89966, -27.05572, 62.10301, 2.5, -6.610001, 7.066973, 
12, 10, 491.9985, 148.0792, 513.7996, 55.99966, -27.32012, 62.30851, 2.5, -6.610001, 7.066973, 
12.04, 10, 494.2404, 146.9811, 515.6327, 56.09966, -27.58452, 62.51461, 2.5, -6.610001, 7.066973, 
12.08, 10, 496.4864, 145.8725, 517.4722, 56.19965, -27.84892, 62.72131, 2.5, -6.610001, 7.066973, 
12.12, 10, 498.7364, 144.7532, 519.3183, 56.29965, -28.11332, 62.92861, 2.5, -6.610001, 7.066973, 
12.16, 10, 500.9904, 143.6234, 521.1708, 56.39965, -28.37772, 63.13648, 2.5, -6.610001, 7.066973, 
12.2, 10, 503.2484, 142.483, 523.03, 56.49965, -28.64212, 63.34494, 2.5, -6.610001, 7.066973, 
12.24, 10, 505.5104, 141.332, 524.8957, 56.59965, -28.90652, 63.55397, 2.5, -6.610001, 7.066973, 
12.28, 10, 507.7764, 140.1705, 526.7681, 56.69965, -29.17092, 63.76357, 2.5, -6.610001, 7.066973, 
12.32, 10, 510.0464, 138.9984, 528.6472, 56.79964, -29.43532, 63.97373, 2.5, -6.610001, 7.066973, 
12.36, 10, 512.3204, 137.8157, 530.533, 56.89964, -29.69972, 64.18444, 2.5, -6.610001, 7.066973, 
12.4, 10, 514.5984, 136.6224, 532.4258, 56.99964, -29.96412, 64.39571, 2.5, -6.610001, 7.066973, 
12.44, 10, 516.8804, 135.4185, 534.3253, 57.09964, -30.22852, 64.60753, 2.5, -6.610001, 7.066973, 
12.48, 10, 519.1664, 134.2041, 536.2318, 57.19964, -30.49292, 64.81988, 2.5, -6.610001, 7.066973, 
12.52, 10, 521.4564, 132.9791, 538.1451, 57.29964, -30.75732, 65.03277, 2.5, -6.610001, 7.066973, 
12.56, 10, 523.7504, 131.7435, 540.0656, 57.39964, -31.02172, 65.24619, 2.5, -6.610001, 7.066973, 
12.6, 10, 526.0483, 130.4974, 541.993, 57.49963, -31.28612, 65.46014, 2.5, -6.610001, 7.066973, 
12.64, 10, 528.3503, 129.2406, 543.9276, 57.59963, -31.55052, 65.6746, 2.5, -6.610001, 7.066973, 
12.68, 10, 530.6563, 127.9733, 545.8693, 57.69963, -31.81492, 65.88958, 2.5, -6.610001, 7.066973, 
12.72, 10, 532.9663, 126.6954, 547.8182, 57.79963, -32.07932, 66.10506, 2.5, -6.610001, 7.066973, 
12.76, 10, 535.2803, 125.407, 549.7744, 57.89963, -32.34372, 66.32106, 2.5, -6.610001, 7.066973, 
12.8, 10, 537.5983, 124.1079, 551.7379, 57.99963, -32.60812, 66.53755, 2.5, -6.610001, 7.066973, 
12.84, 10, 539.9202, 122.7983, 553.7087, 58.09962, -32.87252, 66.75455, 2.5, -6.610001, 7.066973, 
12.88, 10, 542.2462, 121.4781, 555.6869, 58.19962, -33.13692, 66.97202, 2.5, -6.610001, 7.066973, 
12.92, 10, 544.5762, 120.1474, 557.6725, 58.29962, -33.40133, 67.18999, 2.5, -6.610001, 7.066973, 
12.96, 10, 546.9102, 118.806, 559.6656, 58.39962, -33.66573, 67.40843, 2.5, -6.610001, 7.066973, 
13, 10, 549.2482, 117.4541, 561.6663, 58.49962, -33.93013, 67.62736, 2.5, -6.610001, 7.066973, 
13.04, 10, 551.5901, 116.0916, 563.6745, 58.59962, -34.19453, 67.84674, 2.5, -6.610001, 7.066973, 
13.08, 10, 553.9362, 114.7186, 565.6904, 58.69962, -34.45893, 68.0666, 2.5, -6.610001, 7.066973, 
13.12, 10, 556.2861, 113.3349, 567.7139, 58.79961, -34.72333, 68.28693, 2.5, -6.610001, 7.066973, 
13.16, 10, 558.6401, 111.9407, 569.7451, 58.89961, -34.98773, 68.50771, 2.5, -6.610001, 7.066973, 
13.2, 10, 560.9981, 110.5359, 571.7841, 58.99961, -35.25213, 68.72894, 2.5, -6.610001, 7.066973, 
13.24, 10, 563.3601, 109.1205, 573.8309, 59.09961, -35.51653, 68.95062, 2.5, -6.610001, 7.066973, 
13.28, 10, 565.7261, 107.6946, 575.8855, 59.19961, -35.78093, 69.17274, 2.5, -6.610001, 7.066973, 
13.32, 10, 568.0961, 106.258, 577.9481, 59.29961, -36.04533, 69.39531, 2.5, -6.610001, 7.066973, 
13.36, 10, 570.47, 104.8109, 580.0184, 59.3996, -36.30973, 69.61831, 2.5, -6.610001, 7.066973, 
13.4, 10, 572.848, 103.3533, 582.0969, 59.4996, -36.57413, 69.84175, 2.5, -6.610001, 7.066973, 
13.44, 10, 575.23, 101.885, 584.1833, 59.5996, -36.83853, 70.06561, 2.5, -6.610001, 7.066973, 
13.48, 10, 577.616, 100.4062, 586.2778, 59.6996, -37.10293, 70.2899, 2.5, -6.610001, 7.066973, 
13.52, 10, 580.006, 98.91678, 588.3804, 59.7996, -37.36733, 70.5146, 2.5, -6.610001, 7.066973, 
13.56, 10, 582.4, 97.41679, 590.4911, 59.8996, -37.63173, 70.73972, 2.5, -6.610001, 7.066973, 
13.6, 10, 584.798, 95.90623, 592.61, 59.9996, -37.89613, 70.96526, 2.5, -6.610001, 7.066973, 
13.64, 10, 587.2, 94.3851, 594.7372, 60.09959, -38.16053, 71.1912, 2.5, -6.610001, 7.066973, 
13.68, 10, 589.606, 92.85339, 596.8726, 60.19959, -38.42493, 71.41755, 2.5, -6.610001, 7.066973, 
13.72, 10, 592.0159, 91.31111, 599.0164, 60.29959, -38.68933, 71.64429, 2.5, -6.610001, 7.066973, 
13.76, 10, 594.4299, 89.75825, 601.1684, 60.39959, -38.95374, 71.87144, 2.5, -6.610001, 7.066973, 
13.8, 10, 596.8479, 88.19481, 603.3289, 60.49959, -39.21814, 72.09898, 2.5, -6.610001, 7.066973, 
13.84, 10, 599.2699, 86.6208, 605.4978, 60.59959, -39.48254, 72.3269, 2.5, -6.610001, 7.066973, 
13.88, 10, 601.6959, 85.03621, 607.6751, 60.69958, -39.74694, 72.55521, 2.5, -6.610001, 7.066973, 
13.92, 10, 604.1259, 83.44104, 609.861, 60.79958, -40.01134, 72.78391, 2.5, -6.610001, 7.066973, 
13.96, 10, 606.5598, 81.8353, 612.0554, 60.89958, -40.27574, 73.01297, 2.5, -6.610001, 7.066973, 
14, 10, 608.9978, 80.21898, 614.2584, 60.99958, -40.54014, 73.24242, 2.5, -6.610001, 7.066973, 
14.04, 10, 611.4398, 78.59209, 616.47, 61.09958, -40.80454, 73.47223, 2.5, -6.610001, 7.066973, 
14.08, 10, 613.8857, 76.95462, 618.6903, 61.19958, -41.06894, 73.70242, 2.5, -6.610001, 7.066973, 
14.12, 10, 616.3358, 75.30657, 620.9194, 61.29958, -41.33334, 73.93296, 2.5, -6.610001, 7.066973, 
14.16, 10, 618.7897, 73.64795, 623.1571, 61.39957, -41.59774, 74.16387, 2.5, -6.610001, 7.066973, 
14.2, 10, 621.2477, 71.97875, 625.4036, 61.49957, -41.86214, 74.39513, 2.5, -6.610001, 7.066973, 
14.24, 10, 623.7097, 70.29898, 627.6589, 61.59957, -42.12654, 74.62675, 2.5, -6.610001, 7.066973, 
14.28, 10, 626.1757, 68.60863, 629.9232, 61.69957, -42.39094, 74.85873, 2.5, -6.610001, 7.066973, 
14.32, 10, 628.6457, 66.9077, 632.1962, 61.79957, -42.65534, 75.09104, 2.5, -6.610001, 7.066973, 
14.36, 10, 631.1197, 65.1962, 634.4782, 61.89957, -42.91974, 75.32371, 2.5, -6.610001, 7.066973, 
14.4, 10, 633.5977, 63.47412, 636.7692, 61.99957, -43.18414, 75.55671, 2.5, -6.610001, 7.066973, 
14.44, 10, 636.0797, 61.74147, 639.0691, 62.09956, -43.44854, 75.79005, 2.5, -6.610001, 7.066973, 
14.48, 10, 638.5656, 59.99824, 641.3781, 62.19956, -43.71294, 76.02373, 2.5, -6.610001, 7.066973, 
14.52, 10, 641.0556, 58.24443, 643.6961, 62.29956, -43.97734, 76.25774, 2.5, -6.610001, 7.066973, 
14.56, 10, 643.5496, 56.48005, 646.0233, 62.39956, -44.24174, 76.49207, 2.5, -6.610001, 7.066973, 
14.6, 10, 646.0475, 54.70509, 648.3596, 62.49956, -44.50615, 76.72673, 2.5, -6.610001, 7.066973, 
14.64, 10, 648.5495, 52.91956, 650.705, 62.59956, -44.77055, 76.96172, 2.5, -6.610001, 7.066973, 
14.68, 10, 651.0555, 51.12345, 653.0596, 62.69955, -45.03495, 77.19702, 2.5, -6.610001, 7.066973, 
14.72, 10, 653.5655, 49.31676, 655.4235, 62.79955, -45.29935, 77.43265, 2.5, -6.610001, 7.066973, 
14.76, 10, 656.0795, 47.4995, 657.7967, 62.89955, -45.56375, 77.66858, 2.5, -6.610001, 7.066973, 
14.8, 10, 658.5975, 45.67166, 660.1791, 62.99955, -45.82815, 77.90483, 2.5, -6.610001, 7.066973, 
14.84, 10, 661.1194, 43.83325, 662.5709, 63.09955, -46.09255, 78.14139, 2.5, -6.610001, 7.066973, 
14.88, 10, 663.6454, 41.98426, 664.9722, 63.19955, -46.35695, 78.37824, 2.5, -6.610001, 7.066973, 
14.92, 10, 666.1754, 40.12469, 667.3827, 63.29955, -46.62135, 78.61541, 2.5, -6.610001, 7.066973, 
14.96, 10, 668.7094, 38.25455, 669.8027, 63.39954, -46.88575, 78.85287, 2.5, -6.610001, 7.066973, 
15, 10, 671.2474, 36.37383, 672.2322, 63.49954, -47.15015, 79.09064, 2.5, -6.610001, 7.066973, 
15.04, 10, 673.7894, 34.48254, 674.6711, 63.59954, -47.41455, 79.32869, 2.5, -6.610001, 7.066973, 
15.08, 10, 676.3353, 32.58067, 677.1196, 63.69954, -47.67895, 79.56704, 2.5, -6.610001, 7.066973, 
15.12, 10, 678.8853, 30.66822, 679.5777, 63.79954, -47.94335, 79.80568, 2.5, -6.610001, 7.066973, 
15.16, 10, 681.4393, 28.7452, 682.0453, 63.89954, -48.20775, 80.0446, 2.5, -6.610001, 7.066973, 
15.2, 10, 683.9973, 26.8116, 684.5226, 63.99953, -48.47215, 80.28381, 2.5, -6.610001, 7.066973, 
15.24, 10, 686.5593, 24.86743, 687.0095, 64.09953, -48.73655, 80.5233, 2.5, -6.610001, 7.066973, 
15.28, 10, 689.1252, 22.91268, 689.506, 64.19953, -49.00095, 80.76307, 2.5, -6.610001, 7.066973, 
15.32, 10, 691.6953, 20.94735, 692.0123, 64.29953, -49.26535, 81.00311, 2.5, -6.610001, 7.066973, 
15.36, 10, 694.2692, 18.97145, 694.5284, 64.39953, -49.52975, 81.24344, 2.5, -6.610001, 7.066973, 
15.4, 10, 696.8472, 16.98497, 697.0542, 64.49953, -49.79416, 81.48403, 2.5, -6.610001, 7.066973, 
15.44, 10, 699.4292, 14.98792, 699.5898, 64.59953, -50.05856, 81.72489, 2.5, -6.610001, 7.066973, 
15.48, 10, 702.0152, 12.98029, 702.1352, 64.69952, -50.32296, 81.96602, 2.5, -6.610001, 7.066973, 
15.52, 10, 704.6052, 10.96208, 704.6904, 64.79952, -50.58736, 82.20741, 2.5, -6.610001, 7.066973, 
15.56, 10, 707.1992, 8.933298, 707.2556, 64.89952, -50.85176, 82.44907, 2.5, -6.610001, 7.066973, 
15.6, 10, 709.7971, 6.89394, 709.8306, 64.99952, -51.11616, 82.69099, 2.5, -6.610001, 7.066973, 
15.64, 10, 712.3991, 4.844006, 712.4156, 65.09952, -51.38056, 82.93316, 2.5, -6.610001, 7.066973, 
15.68, 10, 715.0051, 2.783495, 715.0105, 65.19952, -51.64496, 83.17559, 2.5, -6.610001, 7.066973, 
15.72, 10, 717.6151, 0.7124093, 717.6154, 65.29951, -51.90936, 83.41827, 2.5, -6.610001, 7.066973, 
15.76, 10, 720.229, 0, 720.229, 65.39951, 0, 65.39951, 2.5, -6.610001, 7.066973, 
15.8, 10, 722.847, 0, 722.847, 65.49951, 0, 65.49951, 2.5, -6.610001, 7.066973, 
15.84, 10, 725.469, 0, 725.469, 65.59951, 0, 65.59951, 2.5, -6.610001, 7.066973, 
15.88, 10, 728.095, 0, 728.095, 65.69951, 0, 65.69951, 2.5, -6.610001, 7.066973, 
15.92, 10, 730.725, 0, 730.725, 65.79951, 0, 65.79951, 2.5, -6.610001, 7.066973, 
15.96, 10, 733.3589, 0, 733.3589, 65.89951, 0, 65.89951, 2.5, -6.610001, 7.066973, 
16, 10, 735.9969, 0, 735.9969, 65.9995, 0, 65.9995, 2.5, -6.610001, 7.066973, 
16.04, 10, 738.6389, 0, 738.6389, 66.0995, 0, 66.0995, 2.5, -6.610001, 7.066973, 
16.08, 10, 741.2849, 0, 741.2849, 66.1995, 0, 66.1995, 2.5, -6.610001, 7.066973, 
16.12, 10, 743.9349, 0, 743.9349, 66.2995, 0, 66.2995, 2.5, -6.610001, 7.066973, 
16.16, 10, 746.5889, 0, 746.5889, 66.3995, 0, 66.3995, 2.5, -6.610001, 7.066973, 
16.2, 10, 749.2468, 0, 749.2468, 66.4995, 0, 66.4995, 2.5, -6.610001, 7.066973, 
16.24, 10, 751.9088, 0, 751.9088, 66.59949, 0, 66.59949, 2.5, -6.610001, 7.066973, 
16.28, 10, 754.5748, 0, 754.5748, 66.69949, 0, 66.69949, 2.5, -6.610001, 7.066973, 
16.32, 10, 757.2448, 0, 757.2448, 66.79949, 0, 66.79949, 2.5, -6.610001, 7.066973, 
16.36, 10, 759.9187, 0, 759.9187, 66.89949, 0, 66.89949, 2.5, -6.610001, 7.066973, 
16.4, 10, 762.5967, 0, 762.5967, 66.99949, 0, 66.99949, 2.5, -6.610001, 7.066973, 
16.44, 10, 765.2787, 0, 765.2787, 67.09949, 0, 67.09949, 2.5, -6.610001, 7.066973, 
16.48, 10, 767.9647, 0, 767.9647, 67.19949, 0, 67.19949, 2.5, -6.610001, 7.066973, 
16.52, 10, 770.6547, 0, 770.6547, 67.29948, 0, 67.29948, 2.5, -6.610001, 7.066973, 
16.56, 10, 773.3486, 0, 773.3486, 67.39948, 0, 67.39948, 2.5, -6.610001, 7.066973, 
16.6, 10, 776.0466, 0, 776.0466, 67.49948, 0, 67.49948, 2.5, -6.610001, 7.066973, 
16.64, 10, 778.7486, 0, 778.7486, 67.59948, 0, 67.59948, 2.5, -6.610001, 7.066973, 
16.68, 10, 781.4546, 0, 781.4546, 67.69948, 0, 67.69948, 2.5, -6.610001, 7.066973, 
16.72, 10, 784.1646, 0, 784.1646, 67.79948, 0, 67.79948, 2.5, -6.610001, 7.066973, 
16.76, 10, 786.8785, 0, 786.8785, 67.89948, 0, 67.89948, 2.5, -6.610001, 7.066973, 
16.8, 10, 789.5965, 0, 789.5965, 67.99947, 0, 67.99947, 2.5, -6.610001, 7.066973, 
16.84, 10, 792.3185, 0, 792.3185, 68.09947, 0, 68.09947, 2.5, -6.610001, 7.066973, 
16.88, 10, 795.0444, 0, 795.0444, 68.19947, 0, 68.19947, 2.5, -6.610001, 7.066973, 
16.92, 10, 797.7744, 0, 797.7744, 68.29947, 0, 68.29947, 2.5, -6.610001, 7.066973, 
16.96, 10, 800.5084, 0, 800.5084, 68.39947, 0, 68.39947, 2.5, -6.610001, 7.066973, 
17, 10, 803.2464, 0, 803.2464, 68.49947, 0, 68.49947, 2.5, -6.610001, 7.066973, 
17.04, 10, 805.9884, 0, 805.9884, 68.59946, 0, 68.59946, 2.5, -6.610001, 7.066973, 
17.08, 10, 808.7344, 0, 808.7344, 68.69946, 0, 68.69946, 2.5, -6.610001, 7.066973, 
17.12, 10, 811.4844, 0, 811.4844, 68.79946, 0, 68.79946, 2.5, -6.610001, 7.066973, 
17.16, 10, 814.2383, 0, 814.2383, 68.89946, 0, 68.89946, 2.5, -6.610001, 7.066973, 
17.2, 10, 816.9963, 0, 816.9963, 68.99946, 0, 68.99946, 2.5, -6.610001, 7.066973, 
17.24, 10, 819.7583, 0, 819.7583, 69.09946, 0, 69.09946, 2.5, -6.610001, 7.066973, 
17.28, 10, 822.5243, 0, 822.5243, 69.19946, 0, 69.19946, 2.5, -6.610001, 7.066973, 
17.32, 10, 825.2943, 0, 825.2943, 69.29945, 0, 69.29945, 2.5, -6.610001, 7.066973, 
17.36, 10, 828.0682, 0, 828.0682, 69.39945, 0, 69.39945, 2.5, -6.610001, 7.066973, 
17.4, 10, 830.8462, 0, 830.8462, 69.49945, 0, 69.49945, 2.5, -6.610001, 7.066973, 
17.44, 10, 833.6282, 0, 833.6282, 69.59945, 0, 69.59945, 2.5, -6.610001, 7.066973, 
17.48, 10, 836.4141, 0, 836.4141, 69.69945, 0, 69.69945, 2.5, -6.610001, 7.066973, 
17.52, 10, 839.2041, 0, 839.2041, 69.79945, 0, 69.79945, 2.5, -6.610001, 7.066973, 
17.56, 10, 841.9981, 0, 841.9981, 69.89944, 0, 69.89944, 2.5, -6.610001, 7.066973, 
17.6, 10, 844.7961, 0, 844.7961, 69.99944, 0, 69.99944, 2.5, -6.610001, 7.066973, 
17.64, 10, 847.5981, 0, 847.5981, 70.09944, 0, 70.09944, 2.5, -6.610001, 7.066973, 
17.68, 10, 850.4041, 0, 850.4041, 70.19944, 0, 70.19944, 2.5, -6.610001, 7.066973, 
17.72, 10, 853.2141, 0, 853.2141, 70.29944, 0, 70.29944, 2.5, -6.610001, 7.066973, 
17.76, 10, 856.028, 0, 856.028, 70.39944, 0, 70.39944, 2.5, -6.610001, 7.066973, 
17.8, 10, 858.846, 0, 858.846, 70.49944, 0, 70.49944, 2.5, -6.610001, 7.066973, 
17.84, 10, 861.668, 0, 861.668, 70.59943, 0, 70.59943, 2.5, -6.610001, 7.066973, 
17.88, 10, 864.494, 0, 864.494, 70.69943, 0, 70.69943, 2.5, -6.610001, 7.066973, 
17.92, 10, 867.3239, 0, 867.3239, 70.79943, 0, 70.79943, 2.5, -6.610001, 7.066973, 
17.96, 10, 870.1579, 0, 870.1579, 70.89943, 0, 70.89943, 2.5, -6.610001, 7.066973, 
18, 10, 872.9958, 0, 872.9958, 70.99943, 0, 70.99943, 2.5, -6.610001, 7.066973, 
18.04, 10, 875.8378, 0, 875.8378, 71.09943, 0, 71.09943, 2.5, -6.610001, 7.066973, 
18.08, 10, 878.6838, 0, 878.6838, 71.19942, 0, 71.19942, 2.5, -6.610001, 7.066973, 
18.12, 10, 881.5338, 0, 881.5338, 71.29942, 0, 71.29942, 2.5, -6.610001, 7.066973, 
18.16, 10, 884.3878, 0, 884.3878, 71.39942, 0, 71.39942, 2.5, -6.610001, 7.066973, 
18.2, 10, 887.2457, 0, 887.2457, 71.49942, 0, 71.49942, 2.5, -6.610001, 7.066973, 
