time, mass, displacement x, displacement y, displacement, velocity x, velocity y, velocity, acceleration x, acceleration y, acceleration
28.2, 10, 1727.238, 0, 1727.238, 96.49904, 0, 96.49904, 2.5, -6.610001, 7.066973, 
28.24, 10, 1731.1, 0, 1731.1, 96.59904, 0, 96.59904, 2.5, -6.610001, 7.066973, 
28.28, 10, 1734.966, 0, 1734.966, 96.69904, 0, 96.69904, 2.5, -6.610001, 7.066973, 
28.32, 10, 1738.836, 0, 1738.836, 96.79903, 0, 96.79903, 2.5, -6.610001, 7.066973, 
28.36, 10, 1742.71, 0, 1742.71, 96.89903, 0, 96.89903, 2.5, -6.610001, 7.066973, 
28.4, 10, 1746.588, 0, 1746.588, 96.99903, 0, 96.99903, 2.5, -6.610001, 7.066973, 
28.44, 10, 1750.47, 0, 1750.47, 97.09903, 0, 97.09903, 2.5, -6.610001, 7.066973, 
28.48, 10, 1754.356, 0, 1754.356, 97.19903, 0, 97.19903, 2.5, -6.610001, 7.066973, 
28.52, 10, 1758.246, 0, 1758.246, 97.29903, 0, 97.29903, 2.5, -6.610001, 7.066973, 
28.56, 10, 1762.14, 0, 1762.14, 97.39902, 0, 97.39902, 2.5, -6.610001, 7.066973, 
28.6, 10, 1766.038, 0, 1766.038, 97.49902, 0, 97.49902, 2.5, -6.610001, 7.066973, 
28.64, 10, 1769.94, 0, 1769.94, 97.59902, 0, 97.59902, 2.5, -6.610001, 7.066973, 
28.68, 10, 1773.846, 0, 1773.846, 97.69902, 0, 97.69902, 2.5, -6.610001, 7.066973, 
28.72, 10, 1777.756, 0, 1777.756, 97.79902, 0, 97.79902, 2.5, -6.610001, 7.066973, 
28.76, 10, 1781.67, 0, 1781.67, 97.89902, 0, 97.89902, 2.5, -6.610001, 7.066973, 
28.8, 10, 1785.588, 0, 1785.588, 97.99902, 0, 97.99902, 2.5, -6.610001, 7.066973, 
28.84, 10, 1789.51, 0, 1789.51, 98.09901, 0, 98.09901, 2.5, -6.610001, 7.066973, 
28.88, 10, 1793.435, 0, 1793.435, 98.19901, 0, 98.19901, 2.5, -6.610001, 7.066973, 
28.92, 10, 1797.365, 0, 1797.365, 98.29901, 0, 98.29901, 2.5, -6.610001, 7.066973, 
28.96, 10, 1801.299, 0, 1801.299, 98.39901, 0, 98.39901, 2.5, -6.610001, 7.066973, 
29, 10, 1805.237, 0, 1805.237, 98.49901, 0, 98.49901, 2.5, -6.610001, 7.066973, 
29.04, 10, 1809.179, 0, 1809.179, 98.59901, 0, 98.59901, 2.5, -6.610001, 7.066973, 
29.08, 10, 1813.125, 0, 1813.125, 98.69901, 0, 98.69901, 2.5, -6.610001, 7.066973, 
29.12, 10, 1817.075, 0, 1817.075, 98.799, 0, 98.799, 2.5, -6.610001, 7.066973, 
29.16, 10, 1821.029, 0, 1821.029, 98.899, 0, 98.899, 2.5, -6.610001, 7.066973, 
29.2, 10, 1824.987, 0, 1824.987, 98.999, 0, 98.999, 2.5, -6.610001, 7.066973, 
29.24, 10, 1828.949, 0, 1828.949, 99.099, 0, 99.099, 2.5, -6.610001, 7.066973, 
29.28, 10, 1832.915, 0, 1832.915, 99.199, 0, 99.199, 2.5, -6.610001, 7.066973, 
29.32, 10, 1836.885, 0, 1836.885, 99.299, 0, 99.299, 2.5, -6.610001, 7.066973, 
29.36, 10, 1840.859, 0, 1840.859, 99.39899, 0, 99.39899, 2.5, -6.610001, 7.066973, 
29.4, 10, 1844.837, 0, 1844.837, 99.49899, 0, 99.49899, 2.5, -6.610001, 7.066973, 
29.44, 10, 1848.819, 0, 1848.819, 99.59899, 0, 99.59899, 2.5, -6.610001, 7.066973, 
29.48, 10, 1852.805, 0, 1852.805, 99.69899, 0, 99.69899, 2.5, -6.610001, 7.066973, 
29.52, 10, 1856.795, 0, 1856.795, 99.79899, 0, 99.79899, 2.5, -6.610001, 7.066973, 
29.56, 10, 1860.789, 0, 1860.789, 99.89899, 0, 99.89899, 2.5, -6.610001, 7.066973, 
29.6, 10, 1864.787, 0, 1864.787, 99.99899, 0, 99.99899, 2.5, -6.610001, 7.066973, 
29.64, 10, 1868.789, 0, 1868.789, 100.099, 0, 100.099, 2.5, -6.610001, 7.066973, 
29.68, 10, 1872.795, 0, 1872.795, 100.199, 0, 100.199, 2.5, -6.610001, 7.066973, 
29.72, 10, 1876.805, 0, 1876.805, 100.299, 0, 100.299, 2.5, -6.610001, 7.066973, 
29.76, 10, 1880.819, 0, 1880.819, 100.399, 0, 100.399, 2.5, -6.610001, 7.066973, 
29.8, 10, 1884.837, 0, 1884.837, 100.499, 0, 100.499, 2.5, -6.610001, 7.066973, 
29.84, 10, 1888.859, 0, 1888.859, 100.599, 0, 100.599, 2.5, -6.610001, 7.066973, 
29.88, 10, 1892.885, 0, 1892.885, 100.699, 0, 100.699, 2.5, -6.610001, 7.066973, 
29.92, 10, 1896.914, 0, 1896.914, 100.799, 0, 100.799, 2.5, -6.610001, 7.066973, 
29.96, 10, 1900.948, 0, 1900.948, 100.899, 0, 100.899, 2.5, -6.610001, 7.066973, 
30, 10, 1904.986, 0, 1904.986, 100.999, 0, 100.999, 2.5, -6.610001, 7.066973, 
30.04, 10, 1909.028, 0, 1909.028, 101.099, 0, 101.099, 2.5, -6.610001, 7.066973, 
30.08, 10, 1913.074, 0, 1913.074, 101.199, 0, 101.199, 2.5, -6.610001, 7.066973, 
30.12, 10, 1917.124, 0, 1917.124, 101.299, 0, 101.299, 2.5, -6.610001, 7.066973, 
30.16, 10, 1921.178, 0, 1921.178, 101.399, 0, 101.399, 2.5, -6.610001, 7.066973, 
30.2, 10, 1925.236, 0, 1925.236, 101.499, 0, 101.499, 2.5, -6.610001, 7.066973, 
30.24, 10, 1929.298, 0, 1929.298, 101.599, 0, 101.599, 2.5, -6.610001, 7.066973, 
30.28, 10, 1933.364, 0, 1933.364, 101.699, 0, 101.699, 2.5, -6.610001, 7.066973, 
30.32, 10, 1937.434, 0, 1937.434, 101.799, 0, 101.799, 2.5, -6.610001, 7.066973, 
30.36, 10, 1941.508, 0, 1941.508, 101.899, 0, 101.899, 2.5, -6.610001, 7.066973, 
30.4, 10, 1945.586, 0, 1945.586, 101.999, 0, 101.999, 2.5, -6.610001, 7.066973, 
30.44, 10, 1949.668, 0, 1949.668, 102.099, 0, 102.099, 2.5, -6.610001, 7.066973, 
30.48, 10, 1953.754, 0, 1953.754, 102.199, 0, 102.199, 2.5, -6.610001, 7.066973, 
30.52, 10, 1957.844, 0, 1957.844, 102.299, 0, 102.299, 2.5, -6.610001, 7.066973, 
30.56, 10, 1961.938, 0, 1961.938, 102.3989, 0, 102.3989, 2.5, -6.610001, 7.066973, 
30.6, 10, 1966.036, 0, 1966.036, 102.4989, 0, 102.4989, 2.5, -6.610001, 7.066973, 
30.64, 10, 1970.138, 0, 1970.138, 102.5989, 0, 102.5989, 2.5, -6.610001, 7.066973, 
30.68, 10, 1974.244, 0, 1974.244, 102.6989, 0, 102.6989, 2.5, -6.610001, 7.066973, 
30.72, 10, 1978.354, 0, 1978.354, 102.7989, 0, 102.7989, 2.5, -6.610001, 7.066973, 
30.76, 10, 1982.468, 0, 1982.468, 102.8989, 0, 102.8989, 2.5, -6.610001, 7.066973, 
30.8, 10, 1986.585, 0, 1986.585, 102.9989, 0, 102.9989, 2.5, -6.610001, 7.066973, 
30.84, 10, 1990.707, 0, 1990.707, 103.0989, 0, 103.0989, 2.5, -6.610001, 7.066973, 
30.88, 10, 1994.833, 0, 1994.833, 103.1989, 0, 103.1989, 2.5, -6.610001, 7.066973, 
30.92, 10, 1998.963, 0, 1998.963, 103.2989, 0, 103.2989, 2.5, -6.610001, 7.066973, 
30.96, 10, 2003.097, 0, 2003.097, 103.3989, 0, 103.3989, 2.5, -6.610001, 7.066973, 
31, 10, 2007.235, 0, 2007.235, 103.4989, 0, 103.4989, 2.5, -6.610001, 7.066973, 
31.04, 10, 2011.377, 0, 2011.377, 103.5989, 0, 103.5989, 2.5, -6.610001, 7.066973, 
31.08, 10, 2015.523, 0, 2015.523, 103.6989, 0, 103.6989, 2.5, -6.610001, 7.066973, 
31.12, 10, 2019.673, 0, 2019.673, 103.7989, 0, 103.7989, 2.5, -6.610001, 7.066973, 
31.16, 10, 2023.827, 0, 2023.827, 103.8989, 0, 103.8989, 2.5, -6.610001, 7.066973, 
31.2, 10, 2027.985, 0, 2027.985, 103.9989, 0, 103.9989, 2.5, -6.610001, 7.066973, 
31.24, 10, 2032.147, 0, 2032.147, 104.0989, 0, 104.0989, 2.5, -6.610001, 7.066973, 
31.28, 10, 2036.313, 0, 2036.313, 104.1989, 0, 104.1989, 2.5, -6.610001, 7.066973, 
31.32, 10, 2040.483, 0, 2040.483, 104.2989, 0, 104.2989, 2.5, -6.610001, 7.066973, 
31.36, 10, 2044.657, 0, 2044.657, 104.3989, 0, 104.3989, 2.5, -6.610001, 7.066973, 
31.4, 10, 2048.835, 0, 2048.835, 104.4989, 0, 104.4989, 2.5, -6.610001, 7.066973, 
31.44, 10, 2053.017, 0, 2053.017, 104.5989, 0, 104.5989, 2.5, -6.610001, 7.066973, 
31.48, 10, 2057.203, 0, 2057.203, 104.6989, 0, 104.6989, 2.5, -6.610001, 7.066973, 
31.52, 10, 2061.393, 0, 2061.393, 104.7989, 0, 104.7989, 2.5, -6.610001, 7.066973, 
31.56, 10, 2065.586, 0, 2065.586, 104.8989, 0, 104.8989, 2.5, -6.610001, 7.066973, 
31.6, 10, 2069.784, 0, 2069.784, 104.9989, 0, 104.9989, 2.5, -6.610001, 7.066973, 
31.64, 10, 2073.986, 0, 2073.986, 105.0989, 0, 105.0989, 2.5, -6.610001, 7.066973, 
31.68, 10, 2078.192, 0, 2078.192, 105.1989, 0, 105.1989, 2.5, -6.610001, 7.066973, 
31.72, 10, 2082.402, 0, 2082.402, 105.2989, 0, 105.2989, 2.5, -6.610001, 7.066973, 
31.76, 10, 2086.616, 0, 2086.616, 105.3989, 0, 105.3989, 2.5, -6.610001, 7.066973, 
31.8, 10, 2090.834, 0, 2090.834, 105.4989, 0, 105.4989, 2.5, -6.610001, 7.066973, 
31.84, 10, 2095.056, 0, 2095.056, 105.5989, 0, 105.5989, 2.5, -6.610001, 7.066973, 
31.88, 10, 2099.282, 0, 2099.282, 105.6989, 0, 105.6989, 2.5, -6.610001, 7.066973, 
31.92, 10, 2103.512, 0, 2103.512, 105.7989, 0, 105.7989, 2.5, -6.610001, 7.066973, 
31.96, 10, 2107.746, 0, 2107.746, 105.8989, 0, 105.8989, 2.5, -6.610001, 7.066973, 
32, 10, 2111.984, 0, 2111.984, 105.9989, 0, 105.9989, 2.5, -6.610001, 7.066973, 
32.04, 10, 2116.226, 0, 2116.226, 106.0989, 0, 106.0989, 2.5, -6.610001, 7.066973, 
32.08, 10, 2120.472, 0, 2120.472, 106.1989, 0, 106.1989, 2.5, -6.610001, 7.066973, 
32.12, 10, 2124.722, 0, 2124.722, 106.2989, 0, 106.2989, 2.5, -6.610001, 7.066973, 
32.16, 10, 2128.976, 0, 2128.976, 106.3989, 0, 106.3989, 2.5, -6.610001, 7.066973, 
32.2, 10, 2133.234, 0, 2133.234, 106.4989, 0, 106.4989, 2.5, -6.610001, 7.066973, 
32.24, 10, 2137.496, 0, 2137.496, 106.5989, 0, 106.5989, 2.5, -6.610001, 7.066973, 
32.28, 10, 2141.762, 0, 2141.762, 106.6989, 0, 106.6989, 2.5, -6.610001, 7.066973, 
32.32, 10, 2146.032, 0, 2146.032, 106.7989, 0, 106.7989, 2.5, -6.610001, 7.066973, 
32.36, 10, 2150.306, 0, 2150.306, 106.8989, 0, 106.8989, 2.5, -6.610001, 7.066973, 
32.4, 10, 2154.584, 0, 2154.584, 106.9989, 0, 106.9989, 2.5, -6.610001, 7.066973, 
32.44, 10, 2158.866, 0, 2158.866, 107.0989, 0, 107.0989, 2.5, -6.610001, 7.066973, 
32.48, 10, 2163.152, 0, 2163.152, 107.1989, 0, 107.1989, 2.5, -6.610001, 7.066973, 
32.52, 10, 2167.442, 0, 2167.442, 107.2989, 0, 107.2989, 2.5, -6.610001, 7.066973, 
32.56, 10, 2171.736, 0, 2171.736, 107.3989, 0, 107.3989, 2.5, -6.610001, 7.066973, 
32.6, 10, 2176.033, 0, 2176.033, 107.4989, 0, 107.4989, 2.5, -6.610001, 7.066973, 
32.64, 10, 2180.335, 0, 2180.335, 107.5989, 0, 107.5989, 2.5, -6.610001, 7.066973, 
32.68, 10, 2184.641, 0, 2184.641, 107.6989, 0, 107.6989, 2.5, -6.610001, 7.066973, 
32.72, 10, 2188.951, 0, 2188.951, 107.7989, 0, 107.7989, 2.5, -6.610001, 7.066973, 
32.76, 10, 2193.265, 0, 2193.265, 107.8989, 0, 107.8989, 2.5, -6.610001, 7.066973, 
32.8, 10, 2197.583, 0, 2197.583, 107.9989, 0, 107.9989, 2.5, -6.610001, 7.066973, 
32.84, 10, 2201.905, 0, 2201.905, 108.0989, 0, 108.0989, 2.5, -6.610001, 7.066973, 
32.88, 10, 2206.231, 0, 2206.231, 108.1989, 0, 108.1989, 2.5, -6.610001, 7.066973, 
32.92, 10, 2210.561, 0, 2210.561, 108.2989, 0, 108.2989, 2.5, -6.610001, 7.066973, 
32.96, 10, 2214.895, 0, 2214.895, 108.3989, 0, 108.3989, 2.5, -6.610001, 7.066973, 
33, 10, 2219.233, 0, 2219.233, 108.4989, 0, 108.4989, 2.5, -6.610001, 7.066973, 
33.04, 10, 2223.575, 0, 2223.575, 108.5989, 0, 108.5989, 2.5, -6.610001, 7.066973, 
33.08, 10, 2227.921, 0, 2227.921, 108.6989, 0, 108.6989, 2.5, -6.610001, 7.066973, 
33.12, 10, 2232.271, 0, 2232.271, 108.7989, 0, 108.7989, 2.5, -6.610001, 7.066973, 
33.16, 10, 2236.625, 0, 2236.625, 108.8988, 0, 108.8988, 2.5, -6.610001, 7.066973, 
33.2, 10, 2240.983, 0, 2240.983, 108.9988, 0, 108.9988, 2.5, -6.610001, 7.066973, 
33.24, 10, 2245.345, 0, 2245.345, 109.0988, 0, 109.0988, 2.5, -6.610001, 7.066973, 
33.28, 10, 2249.711, 0, 2249.711, 109.1988, 0, 109.1988, 2.5, -6.610001, 7.066973, 
33.32, 10, 2254.081, 0, 2254.081, 109.2988, 0, 109.2988, 2.5, -6.610001, 7.066973, 
33.36, 10, 2258.455, 0, 2258.455, 109.3988, 0, 109.3988, 2.5, -6.610001, 7.066973, 
33.4, 10, 2262.833, 0, 2262.833, 109.4988, 0, 109.4988, 2.5, -6.610001, 7.066973, 
33.44, 10, 2267.214, 0, 2267.214, 109.5988, 0, 109.5988, 2.5, -6.610001, 7.066973, 
33.48, 10, 2271.6, 0, 2271.6, 109.6988, 0, 109.6988, 2.5, -6.610001, 7.066973, 
33.52, 10, 2275.99, 0, 2275.99, 109.7988, 0, 109.7988, 2.5, -6.610001, 7.066973, 
33.56, 10, 2280.384, 0, 2280.384, 109.8988, 0, 109.8988, 2.5, -6.610001, 7.066973, 
33.6, 10, 2284.782, 0, 2284.782, 109.9988, 0, 109.9988, 2.5, -6.610001, 7.066973, 
33.64, 10, 2289.184, 0, 2289.184, 110.0988, 0, 110.0988, 2.5, -6.610001, 7.066973, 
33.68, 10, 2293.59, 0, 2293.59, 110.1988, 0, 110.1988, 2.5, -6.610001, 7.066973, 
33.72, 10, 2298, 0, 2298, 110.2988, 0, 110.2988, 2.5, -6.610001, 7.066973, 
33.76, 10, 2302.414, 0, 2302.414, 110.3988, 0, 110.3988, 2.5, -6.610001, 7.066973, 
33.8, 10, 2306.832, 0, 2306.832, 110.4988, 0, 110.4988, 2.5, -6.610001, 7.066973, 
33.84, 10, 2311.254, 0, 2311.254, 110.5988, 0, 110.5988, 2.5, -6.610001, 7.066973, 
33.88, 10, 2315.68, 0, 2315.68, 110.6988, 0, 110.6988, 2.5, -6.610001, 7.066973, 
33.92, 10, 2320.11, 0, 2320.11, 110.7988, 0, 110.7988, 2.5, -6.610001, 7.066973, 
33.96, 10, 2324.544, 0, 2324.544, 110.8988, 0, 110.8988, 2.5, -6.610001, 7.066973, 
34, 10, 2328.982, 0, 2328.982, 110.9988, 0, 110.9988, 2.5, -6.610001, 7.066973, 
34.04, 10, 2333.424, 0, 2333.424, 111.0988, 0, 111.0988, 2.5, -6.610001, 7.066973, 
34.08, 10, 2337.87, 0, 2337.87, 111.1988, 0, 111.1988, 2.5, -6.610001, 7.066973, 
34.12, 10, 2342.32, 0, 2342.32, 111.2988, 0, 111.2988, 2.5, -6.610001, 7.066973, 
34.16, 10, 2346.773, 0, 2346.773, 111.3988, 0, 111.3988, 2.5, -6.610001, 7.066973, 
34.2, 10, 2351.231, 0, 2351.231, 111.4988, 0, 111.4988, 2.5, -6.610001, 7.066973, 
34.24, 10, 2355.693, 0, 2355.693, 111.5988, 0, 111.5988, 2.5, -6.610001, 7.066973, 
34.28, 10, 2360.159, 0, 2360.159, 111.6988, 0, 111.6988, 2.5, -6.610001, 7.066973, 
34.32, 10, 2364.629, 0, 2364.629, 111.7988, 0, 111.7988, 2.5, -6.610001, 7.066973, 
34.36, 10, 2369.103, 0, 2369.103, 111.8988, 0, 111.8988, 2.5, -6.610001, 7.066973, 
34.4, 10, 2373.581, 0, 2373.581, 111.9988, 0, 111.9988, 2.5, -6.610001, 7.066973, 
34.44, 10, 2378.063, 0, 2378.063, 112.0988, 0, 112.0988, 2.5, -6.610001, 7.066973, 
34.48, 10, 2382.549, 0, 2382.549, 112.1988, 0, 112.1988, 2.5, -6.610001, 7.066973, 
34.52, 10, 2387.039, 0, 2387.039, 112.2988, 0, 112.2988, 2.5, -6.610001, 7.066973, 
34.56, 10, 2391.533, 0, 2391.533, 112.3988, 0, 112.3988, 2.5, -6.610001, 7.066973, 
34.6, 10, 2396.031, 0, 2396.031, 112.4988, 0, 112.4988, 2.5, -6.610001, 7.066973, 
34.64, 10, 2400.533, 0, 2400.533, 112.5988, 0, 112.5988, 2.5, -6.610001, 7.066973, 
34.68, 10, 2405.039, 0, 2405.039, 112.6988, 0, 112.6988, 2.5, -6.610001, 7.066973, 
34.72, 10, 2409.549, 0, 2409.549, 112.7988, 0, 112.7988, 2.5, -6.610001, 7.066973, 
34.76, 10, 2414.063, 0, 2414.063, 112.8988, 0, 112.8988, 2.5, -6.610001, 7.066973, 
34.8, 10, 2418.581, 0, 2418.581, 112.9988, 0, 112.9988, 2.5, -6.610001, 7.066973, 
34.84, 10, 2423.103, 0, 2423.103, 113.0988, 0, 113.0988, 2.5, -6.610001, 7.066973, 
34.88, 10, 2427.629, 0, 2427.629, 113.1988, 0, 113.1988, 2.5, -6.610001, 7.066973, 
34.92, 10, 2432.159, 0, 2432.159, 113.2988, 0, 113.2988, 2.5, -6.610001, 7.066973, 
34.96, 10, 2436.693, 0, 2436.693, 113.3988, 0, 113.3988, 2.5, -6.610001, 7.066973, 
35, 10, 2441.23, 0, 2441.23, 113.4988, 0, 113.4988, 2.5, -6.610001, 7.066973, 
35.04, 10, 2445.772, 0, 2445.772, 113.5988, 0, 113.5988, 2.5, -6.610001, 7.066973, 
35.08, 10, 2450.318, 0, 2450.318, 113.6988, 0, 113.6988, 2.5, -6.610001, 7.066973, 
35.12, 10, 2454.868, 0, 2454.868, 113.7988, 0, 113.7988, 2.5, -6.610001, 7.066973, 
35.16, 10, 2459.422, 0, 2459.422, 113.8988, 0, 113.8988, 2.5, -6.610001, 7.066973, 
35.2, 10, 2463.98, 0, 2463.98, 113.9988, 0, 113.9988, 2.5, -6.610001, 7.066973, 
35.24, 10, 2468.542, 0, 2468.542, 114.0988, 0, 114.0988, 2.5, -6.610001, 7.066973, 
35.28, 10, 2473.108, 0, 2473.108, 114.1988, 0, 114.1988, 2.5, -6.610001, 7.066973, 
35.32, 10, 2477.678, 0, 2477.678, 114.2988, 0, 114.2988, 2.5, -6.610001, 7.066973, 
35.36, 10, 2482.252, 0, 2482.252, 114.3988, 0, 114.3988, 2.5, -6.610001, 7.066973, 
35.4, 10, 2486.83, 0, 2486.83, 114.4988, 0, 114.4988, 2.5, -6.610001, 7.066973, 
35.44, 10, 2491.412, 0, 2491.412, 114.5988, 0, 114.5988, 2.5, -6.610001, 7.066973, 
35.48, 10, 2495.998, 0, 2495.998, 114.6988, 0, 114.6988, 2.5, -6.610001, 7.066973, 
35.52, 10, 2500.588, 0, 2500.588, 114.7988, 0, 114.7988, 2.5, -6.610001, 7.066973, 
35.56, 10, 2505.182, 0, 2505.182, 114.8988, 0, 114.8988, 2.5, -6.610001, 7.066973, 
35.6, 10, 2509.78, 0, 2509.78, 114.9988, 0, 114.9988, 2.5, -6.610001, 7.066973, 
35.64, 10, 2514.382, 0, 2514.382, 115.0988, 0, 115.0988, 2.5, -6.610001, 7.066973, 
35.68, 10, 2518.988, 0, 2518.988, 115.1988, 0, 115.1988, 2.5, -6.610001, 7.066973, 
35.72, 10, 2523.598, 0, 2523.598, 115.2988, 0, 115.2988, 2.5, -6.610001, 7.066973, 
35.76, 10, 2528.212, 0, 2528.212, 115.3988, 0, 115.3988, 2.5, -6.610001, 7.066973, 
35.8, 10, 2532.83, 0, 2532.83, 115.4987, 0, 115.4987, 2.5, -6.610001, 7.066973, 
35.84, 10, 2537.452, 0, 2537.452, 115.5987, 0, 115.5987, 2.5, -6.610001, 7.066973, 
35.88, 10, 2542.078, 0, 2542.078, 115.6987, 0, 115.6987, 2.5, -6.610001, 7.066973, 
35.92, 10, 2546.708, 0, 2546.708, 115.7987, 0, 115.7987, 2.5, -6.610001, 7.066973, 
35.96, 10, 2551.342, 0, 2551.342, 115.8987, 0, 115.8987, 2.5, -6.610001, 7.066973, 
36, 10, 2555.979, 0, 2555.979, 115.9987, 0, 115.9987, 2.5, -6.610001, 7.066973, 
36.04, 10, 2560.621, 0, 2560.621, 116.0987, 0, 116.0987, 2.5, -6.610001, 7.066973, 
36.08, 10, 2565.267, 0, 2565.267, 116.1987, 0, 116.1987, 2.5, -6.610001, 7.066973, 
36.12, 10, 2569.917, 0, 2569.917, 116.2987, 0, 116.2987, 2.5, -6.610001, 7.066973, 
36.16, 10, 2574.571, 0, 2574.571, 116.3987, 0, 116.3987, 2.5, -6.610001, 7.066973, 
36.2, 10, 2579.229, 0, 2579.229, 116.4987, 0, 116.4987, 2.5, -6.610001, 7.066973, 
36.24, 10, 2583.891, 0, 2583.891, 116.5987, 0, 116.5987, 2.5, -6.610001, 7.066973, 
36.28, 10, 2588.557, 0, 2588.557, 116.6987, 0, 116.6987, 2.5, -6.610001, 7.066973, 
36.32, 10, 2593.227, 0, 2593.227, 116.7987, 0, 116.7987, 2.5, -6.610001, 7.066973, 
36.36, 10, 2597.901, 0, 2597.901, 116.8987, 0, 116.8987, 2.5, -6.610001, 7.066973, 
36.4, 10, 2602.579, 0, 2602.579, 116.9987, 0, 116.9987, 2.5, -6.610001, 7.066973, 
36.44, 10, 2607.261, 0, 2607.261, 117.0987, 0, 117.0987, 2.5, -6.610001, 7.066973, 
36.48, 10, 2611.947, 0, 2611.947, 117.1987, 0, 117.1987, 2.5, -6.610001, 7.066973, 
36.52, 10, 2616.637, 0, 2616.637, 117.2987, 0, 117.2987, 2.5, -6.610001, 7.066973, 
36.56, 10, 2621.331, 0, 2621.331, 117.3987, 0, 117.3987, 2.5, -6.610001, 7.066973, 
36.6, 10, 2626.029, 0, 2626.029, 117.4987, 0, 117.4987, 2.5, -6.610001, 7.066973, 
36.64, 10, 2630.73, 0, 2630.73, 117.5987, 0, 117.5987, 2.5, -6.610001, 7.066973, 
36.68, 10, 2635.437, 0, 2635.437, 117.6987, 0, 117.6987, 2.5, -6.610001, 7.066973, 
36.72, 10, 2640.146, 0, 2640.146, 117.7987, 0, 117.7987, 2.5, -6.610001, 7.066973, 
36.76, 10, 2644.86, 0, 2644.86, 117.8987, 0, 117.8987, 2.5, -6.610001, 7.066973, 
36.8, 10, 2649.578, 0, 2649.578, 117.9987, 0, 117.9987, 2.5, -6.610001, 7.066973, 
36.84, 10, 2654.3, 0, 2654.3, 118.0987, 0, 118.0987, 2.5, -6.610001, 7.066973, 
36.88, 10, 2659.026, 0, 2659.026, 118.1987, 0, 118.1987, 2.5, -6.610001, 7.066973, 
36.92, 10, 2663.756, 0, 2663.756, 118.2987, 0, 118.2987, 2.5, -6.610001, 7.066973, 
36.96, 10, 2668.49, 0, 2668.49, 118.3987, 0, 118.3987, 2.5, -6.610001, 7.066973, 
37, 10, 2673.228, 0, 2673.228, 118.4987, 0, 118.4987, 2.5, -6.610001, 7.066973, 
37.04, 10, 2677.97, 0, 2677.97, 118.5987, 0, 118.5987, 2.5, -6.610001, 7.066973, 
37.08, 10, 2682.716, 0, 2682.716, 118.6987, 0, 118.6987, 2.5, -6.610001, 7.066973, 
37.12, 10, 2687.466, 0, 2687.466, 118.7987, 0, 118.7987, 2.5, -6.610001, 7.066973, 
37.16, 10, 2692.22, 0, 2692.22, 118.8987, 0, 118.8987, 2.5, -6.610001, 7.066973, 
37.2, 10, 2696.978, 0, 2696.978, 118.9987, 0, 118.9987, 2.5, -6.610001, 7.066973, 
37.24, 10, 2701.74, 0, 2701.74, 119.0987, 0, 119.0987, 2.5, -6.610001, 7.066973, 
37.28, 10, 2706.506, 0, 2706.506, 119.1987, 0, 119.1987, 2.5, -6.610001, 7.066973, 
37.32, 10, 2711.276, 0, 2711.276, 119.2987, 0, 119.2987, 2.5, -6.610001, 7.066973, 
37.36, 10, 2716.05, 0, 2716.05, 119.3987, 0, 119.3987, 2.5, -6.610001, 7.066973, 
37.4, 10, 2720.827, 0, 2720.827, 119.4987, 0, 119.4987, 2.5, -6.610001, 7.066973, 
37.44, 10, 2725.609, 0, 2725.609, 119.5987, 0, 119.5987, 2.5, -6.610001, 7.066973, 
37.48, 10, 2730.395, 0, 2730.395, 119.6987, 0, 119.6987, 2.5, -6.610001, 7.066973, 
37.52, 10, 2735.185, 0, 2735.185, 119.7987, 0, 119.7987, 2.5, -6.610001, 7.066973, 
37.56, 10, 2739.979, 0, 2739.979, 119.8987, 0, 119.8987, 2.5, -6.610001, 7.066973, 
37.6, 10, 2744.777, 0, 2744.777, 119.9987, 0, 119.9987, 2.5, -6.610001, 7.066973, 
37.64, 10, 2749.579, 0, 2749.579, 120.0987, 0, 120.0987, 2.5, -6.610001, 7.066973, 
37.68, 10, 2754.385, 0, 2754.385, 120.1987, 0, 120.1987, 2.5, -6.610001, 7.066973, 
37.72, 10, 2759.195, 0, 2759.195, 120.2987, 0, 120.2987, 2.5, -6.610001, 7.066973, 
37.76, 10, 2764.009, 0, 2764.009, 120.3987, 0, 120.3987, 2.5, -6.610001, 7.066973, 
37.8, 10, 2768.827, 0, 2768.827, 120.4987, 0, 120.4987, 2.5, -6.610001, 7.066973, 
37.84, 10, 2773.649, 0, 2773.649, 120.5987, 0, 120.5987, 2.5, -6.610001, 7.066973, 
37.88, 10, 2778.475, 0, 2778.475, 120.6987, 0, 120.6987, 2.5, -6.610001, 7.066973, 
37.92, 10, 2783.305, 0, 2783.305, 120.7987, 0, 120.7987, 2.5, -6.610001, 7.066973, 
37.96, 10, 2788.139, 0, 2788.139, 120.8987, 0, 120.8987, 2.5, -6.610001, 7.066973, 
38, 10, 2792.977, 0, 2792.977, 120.9987, 0, 120.9987, 2.5, -6.610001, 7.066973, 
38.04, 10, 2797.819, 0, 2797.819, 121.0987, 0, 121.0987, 2.5, -6.610001, 7.066973, 
38.08, 10, 2802.665, 0, 2802.665, 121.1987, 0, 121.1987, 2.5, -6.610001, 7.066973, 
38.12, 10, 2807.514, 0, 2807.514, 121.2987, 0, 121.2987, 2.5, -6.610001, 7.066973, 
38.16, 10, 2812.368, 0, 2812.368, 121.3987, 0, 121.3987, 2.5, -6.610001, 7.066973, 
