time, mass, displacement x, displacement y, displacement, velocity x, velocity y, velocity, acceleration x, acceleration y, acceleration
0.04, 2450000, 0, 0, 0, 0, 0, 0, 0, -9.813646, 9.813646, 
0.08, 2450000, 0, 0, 0, 0, 0, 0, 0, -9.813646, 9.813646, 
0.12, 2450000, 0, 0, 0, 0, 0, 0, 0, -9.813646, 9.813646, 
0.16, 2450000, 0, 0, 0, 0, 0, 0, 0, -9.813646, 9.813646, 
0.2, 2450000, 0, 0, 0, 0, 0, 0, 0, -9.813646, 9.813646, 
0.24, 2450000, 0, 0, 0, 0, 0, 0, 0, -9.813646, 9.813646, 
